county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,california_flag
Humboldt,2021-01-10,84,3528,84,2555,0,973,0,0,4,2810,80,352,4,3162,California
Humboldt,2021-01-11,285,3813,274,2829,11,984,0,0,76,2681,205,557,76,3238,California
Humboldt,2021-01-12,477,4290,314,3143,163,1147,0,0,301,2828,154,711,301,3539,California
Humboldt,2021-01-13,473,4763,271,3414,202,1349,0,0,297,2953,173,884,298,3837,California
Humboldt,2021-01-14,515,5278,161,3575,354,1703,0,0,459,3357,56,940,460,4297,California
Humboldt,2021-01-15,371,5649,40,3615,331,2034,0,0,354,3695,16,956,354,4651,California
Humboldt,2021-01-16,167,5816,5,3620,162,2196,0,0,166,3860,1,957,166,4817,California
Humboldt,2021-01-17,4,5820,3,3623,1,2197,0,0,4,3864,0,957,4,4821,California
Humboldt,2021-01-18,271,6091,235,3858,36,2233,0,0,124,3841,147,1104,124,4945,California
Humboldt,2021-01-19,608,6699,363,4221,245,2478,0,0,482,4203,120,1224,482,5427,California
Humboldt,2021-01-20,814,7513,303,4524,511,2989,0,0,703,4797,110,1334,704,6131,California
Humboldt,2021-01-21,957,8470,261,4785,696,3685,0,0,918,5675,40,1374,918,7049,California
Humboldt,2021-01-22,676,9146,377,5162,299,3984,0,0,668,6335,8,1382,668,7717,California
Humboldt,2021-01-23,612,9758,245,5407,367,4351,0,0,608,6940,4,1386,609,8326,California
Humboldt,2021-01-24,222,9980,1,5408,221,4572,0,0,222,7162,0,1386,222,8548,California
Humboldt,2021-01-25,296,10276,226,5634,70,4642,0,0,143,7152,153,1539,143,8691,California
Humboldt,2021-01-26,513,10789,132,5766,381,5023,0,0,470,7579,43,1582,470,9161,California
Humboldt,2021-01-27,1250,12039,584,6350,666,5689,0,0,1187,8709,57,1639,1187,10348,California
Humboldt,2021-01-28,1440,13479,620,6970,820,6509,0,0,1310,9894,127,1766,1312,11660,California
Humboldt,2021-01-29,1121,14600,539,7509,582,7091,0,0,710,10193,411,2177,710,12370,California
Humboldt,2021-01-30,955,15555,447,7956,508,7599,0,0,947,11132,8,2185,947,13317,California
Humboldt,2021-01-31,307,15862,304,8260,3,7602,0,0,305,11435,2,2187,305,13622,California
Humboldt,2021-02-01,314,16176,174,8434,140,7742,0,0,179,11479,135,2322,179,13801,California
Humboldt,2021-02-02,415,16591,50,8484,365,8107,0,0,320,11706,95,2417,322,14123,California
Humboldt,2021-02-03,629,17220,256,8740,373,8480,0,0,481,12039,148,2565,481,14604,California
Humboldt,2021-02-04,632,17852,260,9000,372,8852,0,0,438,12285,192,2757,438,15042,California
Humboldt,2021-02-05,810,18662,96,9096,714,9566,0,0,629,12733,181,2938,629,15671,California
Humboldt,2021-02-06,907,19569,299,9395,608,10174,0,0,889,13606,16,2954,889,16560,California
Humboldt,2021-02-07,378,19947,7,9402,371,10545,0,0,375,13978,3,2957,375,16935,California
Humboldt,2021-02-08,288,20235,108,9510,180,10725,0,0,169,14029,118,3075,169,17104,California
Humboldt,2021-02-09,383,20618,112,9622,271,10996,0,0,168,13982,215,3290,168,17272,California
Humboldt,2021-02-10,489,21107,300,9922,189,11185,0,0,228,13954,256,3546,228,17500,California
Humboldt,2021-02-11,1270,22377,380,10302,890,12075,0,0,497,13680,771,4317,497,17997,California
Humboldt,2021-02-12,1121,23498,729,11031,392,12467,0,0,691,13941,430,4747,691,18688,California
Humboldt,2021-02-13,1408,24906,467,11498,941,13408,0,0,844,14225,561,5308,845,19533,California
Humboldt,2021-02-14,112,25018,5,11503,107,13515,0,0,111,14335,1,5309,111,19644,California
Humboldt,2021-02-15,286,25304,73,11576,213,13728,0,0,196,14442,90,5399,197,19841,California
Humboldt,2021-02-16,508,25812,102,11678,406,14134,0,0,239,14413,269,5668,240,20081,California
Humboldt,2021-02-17,438,26250,271,11949,167,14301,0,0,136,14247,302,5970,136,20217,California
Humboldt,2021-02-18,964,27214,598,12547,366,14667,0,0,228,13740,735,6705,228,20445,California
Humboldt,2021-02-19,471,27685,433,12980,38,14705,0,0,87,13444,383,7088,87,20532,California
Humboldt,2021-02-20,1270,28955,821,13801,449,15154,0,0,348,12871,921,8009,348,20880,California
Humboldt,2021-02-21,474,29429,469,14270,5,15159,0,0,193,12783,281,8290,193,21073,California
Humboldt,2021-02-22,102,29531,71,14341,31,15190,0,0,26,12735,74,8364,26,21099,California
Humboldt,2021-02-23,150,29681,53,14394,97,15287,0,0,40,12666,109,8473,40,21139,California
Humboldt,2021-02-24,1140,30821,683,15077,457,15744,0,0,571,12669,568,9041,571,21710,California
Humboldt,2021-02-25,824,31645,321,15398,503,16247,0,0,229,12305,593,9634,229,21939,California
Humboldt,2021-02-26,2086,33731,103,15501,1983,18230,0,0,437,11098,1644,11278,437,22376,California
Humboldt,2021-02-27,1154,34885,652,16153,502,18732,0,0,741,11428,412,11690,742,23118,California
Humboldt,2021-02-28,106,34991,13,16166,93,18825,0,0,100,11522,6,11696,100,23218,California
Humboldt,2021-03-01,234,35225,44,16210,190,19015,0,0,162,11612,72,11768,162,23380,California
Humboldt,2021-03-02,250,35475,31,16241,219,19234,0,0,142,11646,108,11876,142,23522,California
Humboldt,2021-03-03,1436,36911,977,17218,459,19693,0,0,1052,12321,378,12254,1053,24575,California
Humboldt,2021-03-04,841,37752,99,17317,742,20435,0,0,258,11997,583,12837,259,24834,California
Humboldt,2021-03-05,868,38620,132,17449,726,21161,10,10,319,11780,546,13383,329,25163,California
Humboldt,2021-03-06,1515,40135,668,18117,798,21959,49,59,653,11623,861,14244,704,25867,California
Humboldt,2021-03-07,352,40487,297,18414,41,22000,14,73,152,11590,199,14443,166,26033,California
Humboldt,2021-03-08,176,40663,17,18431,97,22097,62,135,100,11676,76,14519,162,26195,California
Humboldt,2021-03-09,410,41073,190,18621,105,22202,115,250,204,11790,205,14724,319,26514,California
Humboldt,2021-03-10,598,41671,423,19044,67,22269,108,358,378,12058,219,14943,487,27001,California
Humboldt,2021-03-11,1247,42918,401,19445,753,23022,93,451,478,11861,767,15710,570,27571,California
Humboldt,2021-03-12,1501,44419,959,20404,345,23367,197,648,935,12438,559,16269,1136,28707,California
Humboldt,2021-03-13,1244,45663,808,21212,393,23760,43,691,554,12349,686,16955,597,29304,California
Humboldt,2021-03-14,91,45754,16,21228,68,23828,7,698,22,12309,69,17024,29,29333,California
Humboldt,2021-03-15,274,46028,50,21278,203,24031,21,719,58,12172,216,17240,79,29412,California
Humboldt,2021-03-16,619,46647,205,21483,169,24200,245,964,271,12339,348,17588,515,29927,California
Humboldt,2021-03-17,609,47256,328,21811,189,24389,92,1056,297,12417,311,17899,389,30316,California
Humboldt,2021-03-18,903,48159,632,22443,256,24645,15,1071,520,12573,380,18279,536,30852,California
Humboldt,2021-03-19,400,48559,21,22464,285,24930,94,1165,173,12616,226,18505,269,31121,California
Sierra,2020-12-18,1,1,1,1,0,0,0,0,1,1,0,0,1,1,California
Sierra,2020-12-21,2,3,2,3,0,0,0,0,2,3,0,0,2,3,California
Sierra,2020-12-22,12,15,12,15,0,0,0,0,12,15,0,0,12,15,California
Sierra,2020-12-23,4,19,4,19,0,0,0,0,4,19,0,0,4,19,California
Sierra,2020-12-28,1,20,0,19,1,1,0,0,1,20,0,0,1,20,California
Sierra,2020-12-29,49,69,7,26,42,43,0,0,49,69,0,0,49,69,California
Sierra,2020-12-30,2,71,0,26,2,45,0,0,2,71,0,0,2,71,California
Sierra,2020-12-31,12,83,0,26,12,57,0,0,12,83,0,0,12,83,California
Sierra,2021-01-05,67,150,3,29,64,121,0,0,67,150,0,0,67,150,California
Sierra,2021-01-06,1,151,1,30,0,121,0,0,1,151,0,0,1,151,California
Sierra,2021-01-07,20,171,1,31,19,140,0,0,19,169,1,1,19,170,California
Sierra,2021-01-08,1,172,1,32,0,140,0,0,1,170,0,1,1,171,California
Sierra,2021-01-11,3,175,3,35,0,140,0,0,0,167,3,4,0,171,California
Sierra,2021-01-12,40,215,12,47,28,168,0,0,28,183,12,16,28,199,California
Sierra,2021-01-13,4,219,3,50,1,169,0,0,1,181,3,19,1,200,California
Sierra,2021-01-14,35,254,2,52,33,202,0,0,35,216,0,19,35,235,California
Sierra,2021-01-15,2,256,1,53,1,203,0,0,2,218,0,19,2,237,California
Sierra,2021-01-18,2,258,0,53,2,205,0,0,2,220,0,19,2,239,California
Sierra,2021-01-19,33,291,0,53,33,238,0,0,33,253,0,19,33,272,California
Sierra,2021-01-20,1,292,1,54,0,238,0,0,1,254,0,19,1,273,California
Sierra,2021-01-21,55,347,0,54,55,293,0,0,55,309,0,19,55,328,California
Sierra,2021-01-22,1,348,0,54,1,294,0,0,1,310,0,19,1,329,California
Sierra,2021-01-23,2,350,0,54,2,296,0,0,2,312,0,19,2,331,California
Sierra,2021-01-26,64,414,1,55,63,359,0,0,26,300,38,57,26,357,California
Sierra,2021-01-27,4,418,4,59,0,359,0,0,0,296,4,61,0,357,California
Sierra,2021-01-28,53,471,0,59,53,412,0,0,44,331,9,70,44,401,California
Sierra,2021-01-29,1,472,0,59,1,413,0,0,1,332,0,70,1,402,California
Sierra,2021-01-30,3,475,3,62,0,413,0,0,2,333,1,71,2,404,California
Sierra,2021-02-01,1,476,0,62,1,414,0,0,0,332,1,72,0,404,California
Sierra,2021-02-02,58,534,0,62,58,472,0,0,18,310,40,112,18,422,California
Sierra,2021-02-03,6,540,5,67,1,473,0,0,5,314,1,113,5,427,California
Sierra,2021-02-04,106,646,6,73,100,573,0,0,57,322,49,162,57,484,California
Sierra,2021-02-05,5,651,3,76,2,575,0,0,4,325,1,163,4,488,California
Sierra,2021-02-09,54,705,1,77,53,628,0,0,52,375,2,165,52,540,California
Sierra,2021-02-10,5,710,2,79,3,631,0,0,4,378,1,166,4,544,California
Sierra,2021-02-11,198,908,1,80,197,828,0,0,135,450,63,229,135,679,California
Sierra,2021-02-12,20,928,0,80,20,848,0,0,20,470,0,229,20,699,California
Sierra,2021-02-14,1,929,0,80,1,849,0,0,1,471,0,229,1,700,California
Sierra,2021-02-15,1,930,1,81,0,849,0,0,0,470,1,230,0,700,California
Sierra,2021-02-16,44,974,0,81,44,893,0,0,10,446,34,264,10,710,California
Sierra,2021-02-17,3,977,0,81,3,896,0,0,1,445,2,266,1,711,California
Sierra,2021-02-18,146,1123,0,81,146,1042,0,0,94,487,52,318,94,805,California
Sierra,2021-02-19,1,1124,1,82,0,1042,0,0,1,488,0,318,1,806,California
Sierra,2021-02-20,2,1126,2,84,0,1042,0,0,0,486,2,320,0,806,California
Sierra,2021-02-22,2,1128,2,86,0,1042,0,0,1,486,1,321,1,807,California
Sierra,2021-02-23,4,1132,0,86,4,1046,0,0,4,490,0,321,4,811,California
Sierra,2021-02-24,2,1134,1,87,1,1047,0,0,1,490,1,322,1,812,California
Sierra,2021-02-25,127,1261,1,88,126,1173,0,0,59,482,67,389,59,871,California
Sierra,2021-02-26,9,1270,6,94,3,1176,0,0,4,481,5,394,4,875,California
Sierra,2021-02-27,2,1272,2,96,0,1176,0,0,0,479,2,396,0,875,California
Sierra,2021-03-01,2,1274,1,97,1,1177,0,0,1,479,1,397,1,876,California
Sierra,2021-03-02,51,1325,0,97,51,1228,0,0,32,492,19,416,32,908,California
Sierra,2021-03-03,2,1327,2,99,0,1228,0,0,1,492,1,417,1,909,California
Sierra,2021-03-04,100,1427,2,101,98,1326,0,0,49,490,51,468,49,958,California
Sierra,2021-03-05,12,1439,0,101,12,1338,0,0,10,498,2,470,10,968,California
Sierra,2021-03-08,3,1442,2,103,0,1338,1,1,2,500,1,471,3,971,California
Sierra,2021-03-09,54,1496,1,104,53,1391,0,1,11,468,43,514,11,982,California
Sierra,2021-03-10,4,1500,0,104,4,1395,0,1,2,468,2,516,2,984,California
Sierra,2021-03-11,148,1648,0,104,148,1543,0,1,27,374,121,637,27,1011,California
Sierra,2021-03-12,20,1668,1,105,19,1562,0,1,0,354,20,657,0,1011,California
Sierra,2021-03-13,13,1681,0,105,13,1575,0,1,13,367,0,657,13,1024,California
Sierra,2021-03-14,1,1682,1,106,0,1575,0,1,0,366,1,658,0,1024,California
Sierra,2021-03-15,2,1684,1,107,1,1576,0,1,1,366,1,659,1,1025,California
Sierra,2021-03-16,22,1706,1,108,20,1596,1,2,10,365,12,671,11,1036,California
Sierra,2021-03-17,2,1708,0,108,2,1598,0,2,0,363,2,673,0,1036,California
Sierra,2021-03-18,122,1830,0,108,121,1719,1,3,35,313,86,759,36,1072,California
Sierra,2021-03-19,1,1831,1,109,0,1719,0,3,1,314,0,759,1,1073,California
San Francisco,2020-12-15,8,8,8,8,0,0,0,0,8,8,0,0,8,8,California
San Francisco,2020-12-16,229,237,229,237,0,0,0,0,229,237,0,0,229,237,California
San Francisco,2020-12-17,397,634,397,634,0,0,0,0,397,634,0,0,397,634,California
San Francisco,2020-12-18,884,1518,884,1518,0,0,0,0,884,1518,0,0,884,1518,California
San Francisco,2020-12-19,600,2118,600,2118,0,0,0,0,600,2118,0,0,600,2118,California
San Francisco,2020-12-20,484,2602,484,2602,0,0,0,0,484,2602,0,0,484,2602,California
San Francisco,2020-12-21,1159,3761,1159,3761,0,0,0,0,1159,3761,0,0,1159,3761,California
San Francisco,2020-12-22,1400,5161,1366,5127,34,34,0,0,1400,5161,0,0,1400,5161,California
San Francisco,2020-12-23,1308,6469,1021,6148,287,321,0,0,1308,6469,0,0,1308,6469,California
San Francisco,2020-12-24,836,7305,503,6651,333,654,0,0,836,7305,0,0,836,7305,California
San Francisco,2020-12-25,30,7335,25,6676,5,659,0,0,30,7335,0,0,30,7335,California
San Francisco,2020-12-26,241,7576,148,6824,93,752,0,0,241,7576,0,0,241,7576,California
San Francisco,2020-12-27,273,7849,60,6884,213,965,0,0,273,7849,0,0,273,7849,California
San Francisco,2020-12-28,1263,9112,679,7563,584,1549,0,0,1263,9112,0,0,1263,9112,California
San Francisco,2020-12-29,1245,10357,620,8183,625,2174,0,0,1245,10357,0,0,1245,10357,California
San Francisco,2020-12-30,1470,11827,769,8952,701,2875,0,0,1470,11827,0,0,1470,11827,California
San Francisco,2020-12-31,959,12786,408,9360,551,3426,0,0,959,12786,0,0,959,12786,California
San Francisco,2021-01-01,64,12850,58,9418,6,3432,0,0,64,12850,0,0,64,12850,California
San Francisco,2021-01-02,329,13179,297,9715,32,3464,0,0,329,13179,0,0,329,13179,California
San Francisco,2021-01-03,289,13468,99,9814,190,3654,0,0,288,13466,1,1,288,13467,California
San Francisco,2021-01-04,1830,15298,1353,11167,477,4131,0,0,1827,15290,3,4,1827,15294,California
San Francisco,2021-01-05,2227,17525,1413,12580,814,4945,0,0,2193,17450,34,38,2194,17488,California
San Francisco,2021-01-06,1869,19394,1163,13743,706,5651,0,0,1605,18794,262,300,1606,19094,California
San Francisco,2021-01-07,2043,21437,1184,14927,859,6510,0,0,1596,19947,444,744,1597,20691,California
San Francisco,2021-01-08,2313,23750,1624,16551,689,7199,0,0,1481,20601,827,1571,1481,22172,California
San Francisco,2021-01-09,1393,25143,897,17448,496,7695,0,0,884,20978,509,2080,886,23058,California
San Francisco,2021-01-10,916,26059,537,17985,379,8074,0,0,463,20989,452,2532,463,23521,California
San Francisco,2021-01-11,2462,28521,1832,19817,630,8704,0,0,1398,21322,1065,3597,1398,24919,California
San Francisco,2021-01-12,3080,31601,2055,21872,1025,9729,0,0,1887,22017,1193,4790,1888,26807,California
San Francisco,2021-01-13,2805,34406,1601,23473,1204,10933,0,0,1989,23190,816,5606,1989,28796,California
San Francisco,2021-01-14,2384,36790,1066,24539,1318,12251,0,0,1847,24500,537,6143,1847,30643,California
San Francisco,2021-01-15,2740,39530,1168,25707,1572,13823,0,0,2327,26418,411,6554,2329,32972,California
San Francisco,2021-01-16,2261,41791,981,26688,1280,15103,0,0,2081,28319,180,6734,2081,35053,California
San Francisco,2021-01-17,1914,43705,526,27214,1388,16491,0,0,1703,29812,211,6945,1704,36757,California
San Francisco,2021-01-18,1382,45087,600,27814,782,17273,0,0,1109,30653,272,7217,1113,37870,California
San Francisco,2021-01-19,2551,47638,1459,29273,1092,18365,0,0,1818,31739,733,7950,1819,39689,California
San Francisco,2021-01-20,2658,50296,1063,30336,1595,19960,0,0,1926,32936,729,8679,1926,41615,California
San Francisco,2021-01-21,3260,53556,921,31257,2339,22299,0,0,2438,34554,820,9499,2438,44053,California
San Francisco,2021-01-22,3161,56717,627,31884,2534,24833,0,0,2714,36823,445,9944,2714,46767,California
San Francisco,2021-01-23,3090,59807,605,32489,2485,27318,0,0,2725,39186,363,10307,2726,49493,California
San Francisco,2021-01-24,2424,62231,361,32850,2063,29381,0,0,2195,41157,224,10531,2195,51688,California
San Francisco,2021-01-25,4539,66770,1766,34616,2773,32154,0,0,3000,42627,1537,12068,3007,54695,California
San Francisco,2021-01-26,4608,71378,2102,36718,2506,34660,0,0,3039,44100,1567,13635,3040,57735,California
San Francisco,2021-01-27,4390,75768,2060,38778,2330,36990,0,0,3052,45818,1335,14970,3053,60788,California
San Francisco,2021-01-28,3715,79483,1531,40309,2184,39174,0,0,2550,47209,1159,16129,2550,63338,California
